System,Complexity,NDCG@10,Recall@10,Query
qalf,Simple,0.0,0.0,How many words does the paper have in total?...
vector_only,Simple,0.0,0.0,On which conference was the paper published?...
fixed_rrf,Simple,0.0,0.0,On which conference was the paper published?...
adaptive_fixed,Simple,0.0,0.0,On which conference was the paper published?...
qalf,Simple,0.0,0.0,On which conference was the paper published?...
vector_only,Complex,0.0,0.0,Is politeness considered as a strategy that may pr...
fixed_rrf,Complex,0.0,0.0,Is politeness considered as a strategy that may pr...
adaptive_fixed,Complex,0.0,0.0,Is politeness considered as a strategy that may pr...
qalf,Complex,0.0,0.0,Is politeness considered as a strategy that may pr...
vector_only,Complex,1.0,1.0,What evaluation metrics are used for the citation ...
fixed_rrf,Complex,1.0,1.0,What evaluation metrics are used for the citation ...
adaptive_fixed,Complex,1.0,1.0,What evaluation metrics are used for the citation ...
qalf,Complex,1.0,1.0,What evaluation metrics are used for the citation ...
vector_only,Complex,1.0,1.0,Which training signal resulted in the highest scor...
fixed_rrf,Complex,1.0,1.0,Which training signal resulted in the highest scor...
adaptive_fixed,Complex,1.0,1.0,Which training signal resulted in the highest scor...
qalf,Complex,1.0,1.0,Which training signal resulted in the highest scor...
vector_only,Complex,0.5,1.0,Which SciBERT fine-tuned model performs the best o...
fixed_rrf,Complex,1.0,1.0,Which SciBERT fine-tuned model performs the best o...
adaptive_fixed,Complex,1.0,1.0,Which SciBERT fine-tuned model performs the best o...
qalf,Complex,1.0,1.0,Which SciBERT fine-tuned model performs the best o...
vector_only,Complex,0.5,1.0,What F1 score did the SPECTER model achieve for th...
fixed_rrf,Complex,1.0,1.0,What F1 score did the SPECTER model achieve for th...
adaptive_fixed,Complex,1.0,1.0,What F1 score did the SPECTER model achieve for th...
qalf,Complex,1.0,1.0,What F1 score did the SPECTER model achieve for th...
vector_only,Complex,0.5,1.0,"In Figure 2, which embedding technique appears to ..."
fixed_rrf,Complex,0.5,1.0,"In Figure 2, which embedding technique appears to ..."
adaptive_fixed,Complex,0.5,1.0,"In Figure 2, which embedding technique appears to ..."
qalf,Complex,0.5,1.0,"In Figure 2, which embedding technique appears to ..."
vector_only,Simple,0.0,0.0,On which conference was the paper published?...
fixed_rrf,Simple,0.0,0.0,On which conference was the paper published?...
adaptive_fixed,Simple,0.0,0.0,On which conference was the paper published?...
qalf,Simple,0.0,0.0,On which conference was the paper published?...
vector_only,Simple,0.0,0.0,Where is the first author of the paper currently w...
fixed_rrf,Simple,0.31546487678572877,1.0,Where is the first author of the paper currently w...
adaptive_fixed,Simple,0.31546487678572877,1.0,Where is the first author of the paper currently w...
qalf,Simple,0.0,0.0,Where is the first author of the paper currently w...
vector_only,Simple,0.5,1.0,What type of copying mechanism does the TRADE mode...
fixed_rrf,Simple,1.0,1.0,What type of copying mechanism does the TRADE mode...
adaptive_fixed,Simple,1.0,1.0,What type of copying mechanism does the TRADE mode...
qalf,Simple,1.0,1.0,What type of copying mechanism does the TRADE mode...
vector_only,Simple,0.3562071871080222,1.0,Explain the function of the slot gate in the propo...
fixed_rrf,Simple,1.0,1.0,Explain the function of the slot gate in the propo...
adaptive_fixed,Simple,1.0,1.0,Explain the function of the slot gate in the propo...
qalf,Simple,1.0,1.0,Explain the function of the slot gate in the propo...
vector_only,Simple,0.38685280723454163,1.0,Which domain has the highest number of dialogues i...
fixed_rrf,Simple,1.0,1.0,Which domain has the highest number of dialogues i...
adaptive_fixed,Simple,1.0,1.0,Which domain has the highest number of dialogues i...
qalf,Simple,1.0,1.0,Which domain has the highest number of dialogues i...
vector_only,Complex,0.5,1.0,Which fine-tuning strategy resulted in the highest...
fixed_rrf,Complex,1.0,1.0,Which fine-tuning strategy resulted in the highest...
adaptive_fixed,Complex,1.0,1.0,Which fine-tuning strategy resulted in the highest...
qalf,Complex,0.6309297535714575,1.0,Which fine-tuning strategy resulted in the highest...
vector_only,Complex,1.0,1.0,"By how much did the Joint goal accuracy in the ""Tr..."
fixed_rrf,Complex,1.0,1.0,"By how much did the Joint goal accuracy in the ""Tr..."
adaptive_fixed,Complex,1.0,1.0,"By how much did the Joint goal accuracy in the ""Tr..."
qalf,Complex,1.0,1.0,"By how much did the Joint goal accuracy in the ""Tr..."
vector_only,Complex,1.0,1.0,Which domain showed the highest joint goal accurac...
fixed_rrf,Complex,1.0,1.0,Which domain showed the highest joint goal accurac...
adaptive_fixed,Complex,1.0,1.0,Which domain showed the highest joint goal accurac...
qalf,Complex,1.0,1.0,Which domain showed the highest joint goal accurac...
vector_only,Complex,0.6309297535714575,1.0,What are the three major components of the propose...
fixed_rrf,Complex,1.0,1.0,What are the three major components of the propose...
adaptive_fixed,Complex,1.0,1.0,What are the three major components of the propose...
qalf,Complex,1.0,1.0,What are the three major components of the propose...
vector_only,Simple,0.0,0.0,What is the most common abbreviation in the paper?...
fixed_rrf,Simple,0.0,0.0,What is the most common abbreviation in the paper?...
adaptive_fixed,Simple,0.0,0.0,What is the most common abbreviation in the paper?...
qalf,Simple,0.0,0.0,What is the most common abbreviation in the paper?...
vector_only,Simple,0.0,0.0,What is the major topic of Section 2.5?...
fixed_rrf,Simple,0.0,0.0,What is the major topic of Section 2.5?...
adaptive_fixed,Simple,0.0,0.0,What is the major topic of Section 2.5?...
qalf,Simple,0.0,0.0,What is the major topic of Section 2.5?...
vector_only,Simple,0.5,1.0,What is the name of the language model used for co...
fixed_rrf,Simple,1.0,1.0,What is the name of the language model used for co...
adaptive_fixed,Simple,1.0,1.0,What is the name of the language model used for co...
qalf,Simple,1.0,1.0,What is the name of the language model used for co...
vector_only,Complex,0.6309297535714575,1.0,How much did the average accuracy improve when usi...
fixed_rrf,Complex,0.6309297535714575,1.0,How much did the average accuracy improve when usi...
adaptive_fixed,Complex,0.6309297535714575,1.0,How much did the average accuracy improve when usi...
qalf,Complex,0.3562071871080222,1.0,How much did the average accuracy improve when usi...
vector_only,Complex,0.6309297535714575,1.0,What is the main purpose of the contextual augment...
fixed_rrf,Complex,1.0,1.0,What is the main purpose of the contextual augment...
adaptive_fixed,Complex,1.0,1.0,What is the main purpose of the contextual augment...
qalf,Complex,1.0,1.0,What is the main purpose of the contextual augment...
vector_only,Simple,0.0,0.0,What is the brief summary of Section 2.1?...
fixed_rrf,Simple,0.0,0.0,What is the brief summary of Section 2.1?...
adaptive_fixed,Simple,0.0,0.0,What is the brief summary of Section 2.1?...
qalf,Simple,0.0,0.0,What is the brief summary of Section 2.1?...
vector_only,Simple,0.0,0.0,What is the name of the second author?...
fixed_rrf,Simple,0.0,0.0,What is the name of the second author?...
adaptive_fixed,Simple,0.0,0.0,What is the name of the second author?...
qalf,Simple,0.0,0.0,What is the name of the second author?...
vector_only,Complex,0.38685280723454163,1.0,Do all variations of the attentional model have en...
fixed_rrf,Complex,1.0,1.0,Do all variations of the attentional model have en...
adaptive_fixed,Complex,1.0,1.0,Do all variations of the attentional model have en...
qalf,Complex,1.0,1.0,Do all variations of the attentional model have en...
vector_only,Complex,1.0,1.0,Did the invertibility regularizer increase BLEU sc...
fixed_rrf,Complex,0.6309297535714575,1.0,Did the invertibility regularizer increase BLEU sc...
adaptive_fixed,Complex,0.6309297535714575,1.0,Did the invertibility regularizer increase BLEU sc...
qalf,Complex,0.6309297535714575,1.0,Did the invertibility regularizer increase BLEU sc...
vector_only,Complex,1.0,1.0,Which model performed best for the French-to-Engli...
fixed_rrf,Complex,1.0,1.0,Which model performed best for the French-to-Engli...
adaptive_fixed,Complex,1.0,1.0,Which model performed best for the French-to-Engli...
qalf,Complex,0.6309297535714575,1.0,Which model performed best for the French-to-Engli...
vector_only,Complex,1.0,1.0,How does the multitask model represented in Figure...
fixed_rrf,Complex,1.0,1.0,How does the multitask model represented in Figure...
adaptive_fixed,Complex,1.0,1.0,How does the multitask model represented in Figure...
qalf,Complex,1.0,1.0,How does the multitask model represented in Figure...
vector_only,Simple,0.0,0.0,How many tables are there in the paper?...
fixed_rrf,Simple,0.0,0.0,How many tables are there in the paper?...
adaptive_fixed,Simple,0.0,0.0,How many tables are there in the paper?...
qalf,Simple,0.0,0.0,How many tables are there in the paper?...
vector_only,Simple,0.0,0.0,On which page does the paper present the case stud...
fixed_rrf,Simple,0.0,0.0,On which page does the paper present the case stud...
adaptive_fixed,Simple,0.0,0.0,On which page does the paper present the case stud...
qalf,Simple,0.0,0.0,On which page does the paper present the case stud...
vector_only,Simple,0.6309297535714575,1.0,Which model achieved the highest average human sco...
fixed_rrf,Simple,0.6309297535714575,1.0,Which model achieved the highest average human sco...
adaptive_fixed,Simple,0.6309297535714575,1.0,Which model achieved the highest average human sco...
qalf,Simple,0.6309297535714575,1.0,Which model achieved the highest average human sco...
vector_only,Complex,0.0,0.0,What is the PPL score when using 50% of the traini...
fixed_rrf,Complex,0.0,0.0,What is the PPL score when using 50% of the traini...
adaptive_fixed,Complex,0.0,0.0,What is the PPL score when using 50% of the traini...
qalf,Complex,0.0,0.0,What is the PPL score when using 50% of the traini...
vector_only,Complex,0.5,1.0,What decoding method resulted in the highest avera...
fixed_rrf,Complex,1.0,1.0,What decoding method resulted in the highest avera...
adaptive_fixed,Complex,1.0,1.0,What decoding method resulted in the highest avera...
qalf,Complex,1.0,1.0,What decoding method resulted in the highest avera...
vector_only,Simple,0.0,0.0,On which page does the paper detail the hyperparam...
fixed_rrf,Simple,0.0,0.0,On which page does the paper detail the hyperparam...
adaptive_fixed,Simple,0.0,0.0,On which page does the paper detail the hyperparam...
qalf,Simple,0.0,0.0,On which page does the paper detail the hyperparam...
vector_only,Simple,0.0,0.0,Where is the second author of the paper currently ...
fixed_rrf,Simple,0.0,0.0,Where is the second author of the paper currently ...
adaptive_fixed,Simple,0.0,0.0,Where is the second author of the paper currently ...
qalf,Simple,0.0,0.0,Where is the second author of the paper currently ...
vector_only,Complex,1.0,1.0,What tools or techniques were used to handle the c...
fixed_rrf,Complex,1.0,1.0,What tools or techniques were used to handle the c...
adaptive_fixed,Complex,1.0,1.0,What tools or techniques were used to handle the c...
qalf,Complex,0.5,1.0,What tools or techniques were used to handle the c...
vector_only,Complex,1.0,1.0,"According to Figure 4, does the training speed of ..."
fixed_rrf,Complex,1.0,1.0,"According to Figure 4, does the training speed of ..."
adaptive_fixed,Complex,1.0,1.0,"According to Figure 4, does the training speed of ..."
qalf,Complex,1.0,1.0,"According to Figure 4, does the training speed of ..."
vector_only,Complex,0.0,0.0,What feature combination yielded the highest F sco...
fixed_rrf,Complex,0.0,0.0,What feature combination yielded the highest F sco...
adaptive_fixed,Complex,0.0,0.0,What feature combination yielded the highest F sco...
qalf,Complex,0.0,0.0,What feature combination yielded the highest F sco...
vector_only,Complex,0.5,1.0,Which model has the highest F1-value for Named Ent...
fixed_rrf,Complex,0.5,1.0,Which model has the highest F1-value for Named Ent...
adaptive_fixed,Complex,0.5,1.0,Which model has the highest F1-value for Named Ent...
qalf,Complex,0.5,1.0,Which model has the highest F1-value for Named Ent...
vector_only,Complex,0.43067655807339306,1.0,How are word representations formed in NCRF++ as p...
fixed_rrf,Complex,1.0,1.0,How are word representations formed in NCRF++ as p...
adaptive_fixed,Complex,1.0,1.0,How are word representations formed in NCRF++ as p...
qalf,Complex,1.0,1.0,How are word representations formed in NCRF++ as p...
vector_only,Simple,0.0,0.0,How many references are mentioned in the paper?...
fixed_rrf,Simple,0.0,0.0,How many references are mentioned in the paper?...
adaptive_fixed,Simple,0.0,0.0,How many references are mentioned in the paper?...
qalf,Simple,0.0,0.0,How many references are mentioned in the paper?...
vector_only,Complex,0.0,0.0,How does the performance of the best model on COMM...
fixed_rrf,Complex,0.0,0.0,How does the performance of the best model on COMM...
adaptive_fixed,Complex,0.0,0.0,How does the performance of the best model on COMM...
qalf,Complex,0.0,0.0,How does the performance of the best model on COMM...
vector_only,Complex,1.0,1.0,Does XLM outperform M-BERT in Vietnamese and Chine...
fixed_rrf,Complex,1.0,1.0,Does XLM outperform M-BERT in Vietnamese and Chine...
adaptive_fixed,Complex,1.0,1.0,Does XLM outperform M-BERT in Vietnamese and Chine...
qalf,Complex,1.0,1.0,Does XLM outperform M-BERT in Vietnamese and Chine...
vector_only,Complex,0.43067655807339306,1.0,Calculate the average F1 score across all context ...
fixed_rrf,Complex,1.0,1.0,Calculate the average F1 score across all context ...
adaptive_fixed,Complex,1.0,1.0,Calculate the average F1 score across all context ...
qalf,Complex,1.0,1.0,Calculate the average F1 score across all context ...
